,POSTO,MUNICÍPIO,ESTADO,COMBUSTÍVEL,BANDEIRA,PREÇO VENDA,REGIÃO
383,4,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
384,5,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.73,INTERIOR
385,6,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.73,INTERIOR
386,7,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.79,INTERIOR
387,8,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.89,INTERIOR
388,9,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.89,INTERIOR
389,10,BRAGANCA PAULISTA,SÃO PAULO,DIESEL S10,OUTRO,6.89,INTERIOR
391,2,MOGI MIRIM,SÃO PAULO,DIESEL S10,OUTRO,6.46,INTERIOR
393,4,MOGI MIRIM,SÃO PAULO,DIESEL S10,OUTRO,6.69,INTERIOR
395,6,MOGI MIRIM,SÃO PAULO,DIESEL S10,OUTRO,6.79,INTERIOR
396,1,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.39,INTERIOR
399,4,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
400,5,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
404,9,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
405,10,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.599000000000001,INTERIOR
406,11,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.62,INTERIOR
407,12,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.69,INTERIOR
408,13,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.699000000000001,INTERIOR
409,14,JUNDIAI,SÃO PAULO,DIESEL S10,OUTRO,6.899000000000001,INTERIOR
410,1,IBITINGA,SÃO PAULO,DIESEL S10,OUTRO,6.469000000000001,INTERIOR
411,2,IBITINGA,SÃO PAULO,DIESEL S10,OUTRO,6.469000000000001,INTERIOR
412,3,IBITINGA,SÃO PAULO,DIESEL S10,OUTRO,6.55,INTERIOR
413,4,IBITINGA,SÃO PAULO,DIESEL S10,OUTRO,6.59,INTERIOR
414,5,IBITINGA,SÃO PAULO,DIESEL S10,OUTRO,6.99,INTERIOR
415,1,CRUZEIRO,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
416,2,CRUZEIRO,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
417,3,CRUZEIRO,SÃO PAULO,DIESEL S10,OUTRO,6.49,INTERIOR
420,6,CRUZEIRO,SÃO PAULO,DIESEL S10,OUTRO,6.89,INTERIOR
422,2,BARUERI,SÃO PAULO,DIESEL S10,OUTRO,6.54,METRÓPOLE
423,3,BARUERI,SÃO PAULO,DIESEL S10,OUTRO,6.549000000000001,METRÓPOLE
425,5,BARUERI,SÃO PAULO,DIESEL S10,OUTRO,6.69,METRÓPOLE
426,6,BARUERI,SÃO PAULO,DIESEL S10,OUTRO,6.77,METRÓPOLE
431,11,BARUERI,SÃO PAULO,DIESEL S10,OUTRO,6.99,METRÓPOLE
437,1,CARAGUATATUBA,SÃO PAULO,DIESEL S10,OUTRO,6.549000000000001,INTERIOR
440,4,CARAGUATATUBA,SÃO PAULO,DIESEL S10,OUTRO,6.799000000000001,INTERIOR
444,8,CARAGUATATUBA,SÃO PAULO,DIESEL S10,OUTRO,6.899000000000001,INTERIOR
446,1,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.199000000000001,INTERIOR
448,3,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.379000000000001,INTERIOR
449,4,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.4990000000000006,INTERIOR
450,5,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.519000000000001,INTERIOR
451,6,MARILIA,SÃO PAULO,DIESEL S10,OUTRO,6.55,INTERIOR
