Classes,Frequência,Porcentagem,Contagem
"(5.947, 6.099]",24,7.81758957654723,||||||||||||||||||||||||
"(6.099, 6.249]",29,9.44625407166124,|||||||||||||||||||||||||||||
"(6.249, 6.399]",82,26.7100977198697,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"(6.399, 6.549]",51,16.6123778501629,|||||||||||||||||||||||||||||||||||||||||||||||||||
"(6.549, 6.7]",64,20.8469055374593,||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"(6.7, 6.85]",32,10.4234527687296,||||||||||||||||||||||||||||||||
"(6.85, 7.0]",19,6.18892508143323,|||||||||||||||||||
"(7.0, 7.15]",3,0.977198697068404,|||
"(7.15, 7.3]",3,0.977198697068404,|||
